time,P
20190922:2306,0.0
20190923:0006,0.0
20190923:0106,0.0
20190923:0206,0.0
20190923:0306,0.0
20190923:0406,4.86
20190923:0506,183.04
20190923:0606,405.74
20190923:0706,525.84
20190923:0806,595.1
20190923:0906,657.49
20190923:1006,717.99
20190923:1106,681.35
20190923:1206,524.73
20190923:1306,453.28
20190923:1406,270.39
20190923:1506,56.91
20190923:1606,0.0
20190923:1706,0.0
20190923:1806,0.0
20190923:1906,0.0
20190923:2006,0.0
20190923:2106,0.0
20190923:2206,0.0
20190923:2306,0.0
20190924:0006,0.0
20190924:0106,0.0
20190924:0206,0.0
20190924:0306,0.0
20190924:0406,9.97
20190924:0506,72.92
20190924:0606,255.72
20190924:0706,218.57
20190924:0806,429.04
20190924:0906,646.31
20190924:1006,599.23
20190924:1106,572.69
20190924:1206,397.85
20190924:1306,407.78
20190924:1406,236.74
20190924:1506,55.72
20190924:1606,0.0
20190924:1706,0.0
20190924:1806,0.0
20190924:1906,0.0
20190924:2006,0.0
20190924:2106,0.0
20190924:2206,0.0
20190924:2306,0.0
20190925:0006,0.0
20190925:0106,0.0
20190925:0206,0.0
20190925:0306,0.0
20190925:0406,16.33
20190925:0506,214.12
20190925:0606,422.96
20190925:0706,571.19
20190925:0806,676.35
20190925:0906,714.69
20190925:1006,575.99
20190925:1106,132.96
20190925:1206,553.27
20190925:1306,380.07
20190925:1406,218.53
20190925:1506,52.12
20190925:1606,0.0
20190925:1706,0.0
20190925:1806,0.0
20190925:1906,0.0
20190925:2006,0.0
20190925:2106,0.0
20190925:2206,0.0
20190925:2306,0.0
20190926:0006,0.0
20190926:0106,0.0
20190926:0206,0.0
20190926:0306,0.0
20190926:0406,3.24
20190926:0506,31.9
20190926:0606,82.43
20190926:0706,66.83
20190926:0806,98.01
20190926:0906,286.6
20190926:1006,279.59
20190926:1106,305.77
20190926:1206,568.77
20190926:1306,353.4
20190926:1406,277.83
20190926:1506,52.54
20190926:1606,0.0
20190926:1706,0.0
20190926:1806,0.0
20190926:1906,0.0
20190926:2006,0.0
20190926:2106,0.0
20190926:2206,0.0
20190926:2306,0.0
20190927:0006,0.0
20190927:0106,0.0
20190927:0206,0.0
20190927:0306,0.0
20190927:0406,16.42
20190927:0506,84.14
20190927:0606,222.34
20190927:0706,107.37
20190927:0806,208.13
20190927:0906,655.4
20190927:1006,585.25
20190927:1106,572.65
20190927:1206,219.82
20190927:1306,169.58
20190927:1406,266.43
20190927:1506,9.05
20190927:1606,0.0
20190927:1706,0.0
20190927:1806,0.0
20190927:1906,0.0
20190927:2006,0.0
20190927:2106,0.0
20190927:2206,0.0
20190927:2306,0.0
20190928:0006,0.0
20190928:0106,0.0
20190928:0206,0.0
20190928:0306,0.0
20190928:0406,0.0
20190928:0506,186.72
20190928:0606,414.04
20190928:0706,584.96
20190928:0806,687.87
20190928:0906,736.73
20190928:1006,739.06
20190928:1106,694.04
20190928:1206,572.25
20190928:1306,447.92
20190928:1406,259.44
20190928:1506,47.77
20190928:1606,0.0
20190928:1706,0.0
20190928:1806,0.0
20190928:1906,0.0
20190928:2006,0.0
20190928:2106,0.0
20190928:2206,0.0
20190928:2306,0.0
20190929:0006,0.0
20190929:0106,0.0
20190929:0206,0.0
20190929:0306,0.0
20190929:0406,18.47
20190929:0506,199.54
20190929:0606,421.44
20190929:0706,551.75
20190929:0806,424.25
20190929:0906,109.05
20190929:1006,716.29
20190929:1106,639.58
20190929:1206,62.34
20190929:1306,34.3
20190929:1406,30.85
20190929:1506,35.43
20190929:1606,0.0
20190929:1706,0.0
20190929:1806,0.0
20190929:1906,0.0
20190929:2006,0.0
20190929:2106,0.0
20190929:2206,0.0
20190929:2306,0.0
20190930:0006,0.0
20190930:0106,0.0
20190930:0206,0.0
20190930:0306,0.0
20190930:0406,17.14
20190930:0506,108.91
20190930:0606,360.72
20190930:0706,411.44
20190930:0806,336.48
20190930:0906,374.48
20190930:1006,322.33
20190930:1106,514.86
20190930:1206,565.48
20190930:1306,81.37
20190930:1406,47.41
20190930:1506,3.17
20190930:1606,0.0
20190930:1706,0.0
20190930:1806,0.0
20190930:1906,0.0
20190930:2006,0.0
20190930:2106,0.0
20190930:2206,0.0
20190930:2306,0.0
20191001:0006,0.0
20191001:0106,0.0
20191001:0206,0.0
20191001:0306,0.0
20191001:0406,12.23
20191001:0506,105.28
20191001:0606,235.75
20191001:0706,473.65
20191001:0806,548.42
20191001:0906,546.22
20191001:1006,652.56
20191001:1106,608.25
20191001:1206,453.26
20191001:1306,254.46
20191001:1406,163.83
20191001:1506,20.71
20191001:1606,0.0
20191001:1706,0.0
20191001:1806,0.0
20191001:1906,0.0
20191001:2006,0.0
20191001:2106,0.0
20191001:2206,0.0
20191001:2306,0.0
20191002:0006,0.0
20191002:0106,0.0
20191002:0206,0.0
20191002:0306,0.0
20191002:0406,17.49
20191002:0506,170.87
20191002:0606,118.02
20191002:0706,351.57
20191002:0806,404.28
20191002:0906,59.16
20191002:1006,58.93
20191002:1106,53.99
20191002:1206,53.84
20191002:1306,63.98
20191002:1406,166.18
20191002:1506,41.59
20191002:1606,0.0
20191002:1706,0.0
20191002:1806,0.0
20191002:1906,0.0
20191002:2006,0.0
20191002:2106,0.0
20191002:2206,0.0
20191002:2306,0.0
20191003:0006,0.0
20191003:0106,0.0
20191003:0206,0.0
20191003:0306,0.0
20191003:0406,0.07
20191003:0506,53.59
20191003:0606,296.14
20191003:0706,587.6
20191003:0806,690.83
20191003:0906,742.43
20191003:1006,750.35
20191003:1106,700.2
20191003:1206,596.9
20191003:1306,449.4
20191003:1406,121.63
20191003:1506,7.02
20191003:1606,0.0
20191003:1706,0.0
20191003:1806,0.0
20191003:1906,0.0
20191003:2006,0.0
20191003:2106,0.0
20191003:2206,0.0
20191003:2306,0.0
20191004:0006,0.0
20191004:0106,0.0
20191004:0206,0.0
20191004:0306,0.0
20191004:0406,27.08
20191004:0506,194.78
20191004:0606,376.51
20191004:0706,473.78
20191004:0806,452.27
20191004:0906,404.02
20191004:1006,354.98
20191004:1106,545.63
20191004:1206,309.16
20191004:1306,290.26
20191004:1406,163.94
20191004:1506,26.74
20191004:1606,0.0
20191004:1706,0.0
20191004:1806,0.0
20191004:1906,0.0
20191004:2006,0.0
20191004:2106,0.0
20191004:2206,0.0
20191004:2306,0.0
20191005:0006,0.0
20191005:0106,0.0
20191005:0206,0.0
20191005:0306,0.0
20191005:0406,22.17
20191005:0506,143.58
20191005:0606,198.29
20191005:0706,422.11
20191005:0806,648.9
20191005:0906,604.01
20191005:1006,679.2
20191005:1106,417.99
20191005:1206,388.14
20191005:1306,29.44
20191005:1406,55.3
20191005:1506,8.93
20191005:1606,0.0
20191005:1706,0.0
20191005:1806,0.0
20191005:1906,0.0
20191005:2006,0.0
20191005:2106,0.0
20191005:2206,0.0
20191005:2306,0.0
20191006:0006,0.0
20191006:0106,0.0
20191006:0206,0.0
20191006:0306,0.0
20191006:0406,0.0
20191006:0506,137.23
20191006:0606,70.95
20191006:0706,61.65
20191006:0806,102.2
20191006:0906,219.35
20191006:1006,75.23
20191006:1106,69.48
20191006:1206,115.11
20191006:1306,255.68
20191006:1406,245.86
20191006:1506,44.84
20191006:1606,0.0
20191006:1706,0.0
20191006:1806,0.0
20191006:1906,0.0
20191006:2006,0.0
20191006:2106,0.0
20191006:2206,0.0
20191006:2306,0.0
20191007:0006,0.0
20191007:0106,0.0
20191007:0206,0.0
20191007:0306,0.0
20191007:0406,30.57
20191007:0506,222.7
20191007:0606,437.28
20191007:0706,567.17
20191007:0806,705.55
20191007:0906,754.92
20191007:1006,752.15
20191007:1106,698.28
20191007:1206,595.7
20191007:1306,409.76
20191007:1406,13.21
20191007:1506,1.64
20191007:1606,0.0
20191007:1706,0.0
20191007:1806,0.0
20191007:1906,0.0
20191007:2006,0.0
20191007:2106,0.0
20191007:2206,0.0
20191007:2306,0.0
20191008:0006,0.0
20191008:0106,0.0
20191008:0206,0.0
20191008:0306,0.0
20191008:0406,14.68
20191008:0506,151.51
20191008:0606,375.02
20191008:0706,518.84
20191008:0806,646.15
20191008:0906,328.34
20191008:1006,463.93
20191008:1106,580.9
20191008:1206,503.82
20191008:1306,59.68
20191008:1406,23.88
20191008:1506,25.64
20191008:1606,0.0
20191008:1706,0.0
20191008:1806,0.0
20191008:1906,0.0
20191008:2006,0.0
20191008:2106,0.0
20191008:2206,0.0
20191008:2306,0.0
20191009:0006,0.0
20191009:0106,0.0
20191009:0206,0.0
20191009:0306,0.0
20191009:0406,18.44
20191009:0506,206.15
20191009:0606,410.85
20191009:0706,486.49
20191009:0806,461.31
20191009:0906,393.84
20191009:1006,580.63
20191009:1106,647.25
20191009:1206,498.15
20191009:1306,29.38
20191009:1406,94.25
20191009:1506,41.74
20191009:1606,0.0
20191009:1706,0.0
20191009:1806,0.0
20191009:1906,0.0
20191009:2006,0.0
20191009:2106,0.0
20191009:2206,0.0
20191009:2306,0.0
20191010:0006,0.0
20191010:0106,0.0
20191010:0206,0.0
20191010:0306,0.0
20191010:0406,8.49
20191010:0506,189.69
20191010:0606,295.43
20191010:0706,398.99
20191010:0806,486.52
20191010:0906,337.32
20191010:1006,67.66
20191010:1106,113.46
20191010:1206,43.01
20191010:1306,120.58
20191010:1406,136.97
20191010:1506,25.21
20191010:1606,0.0
20191010:1706,0.0
20191010:1806,0.0
20191010:1906,0.0
20191010:2006,0.0
20191010:2106,0.0
20191010:2206,0.0
20191010:2306,0.0
20191011:0006,0.0
20191011:0106,0.0
20191011:0206,0.0
20191011:0306,0.0
20191011:0406,26.76
20191011:0506,198.57
20191011:0606,415.66
20191011:0706,558.91
20191011:0806,686.56
20191011:0906,729.08
20191011:1006,732.36
20191011:1106,689.15
20191011:1206,611.56
20191011:1306,437.93
20191011:1406,16.02
20191011:1506,45.45
20191011:1606,0.0
20191011:1706,0.0
20191011:1806,0.0
20191011:1906,0.0
20191011:2006,0.0
20191011:2106,0.0
20191011:2206,0.0
20191011:2306,0.0
20191012:0006,0.0
20191012:0106,0.0
20191012:0206,0.0
20191012:0306,0.0
20191012:0406,31.19
20191012:0506,132.14
20191012:0606,307.72
20191012:0706,549.5
20191012:0806,486.63
20191012:0906,600.22
20191012:1006,206.25
20191012:1106,177.62
20191012:1206,88.62
20191012:1306,95.46
20191012:1406,94.89
20191012:1506,25.75
20191012:1606,0.0
20191012:1706,0.0
20191012:1806,0.0
20191012:1906,0.0
20191012:2006,0.0
20191012:2106,0.0
20191012:2206,0.0
20191012:2306,0.0
20191013:0006,0.0
20191013:0106,0.0
20191013:0206,0.0
20191013:0306,0.0
20191013:0406,15.48
20191013:0506,106.66
20191013:0606,212.14
20191013:0706,351.67
20191013:0806,538.78
20191013:0906,602.1
20191013:1006,595.02
20191013:1106,560.86
20191013:1206,403.2
20191013:1306,141.31
20191013:1406,78.7
20191013:1506,20.71
20191013:1606,0.0
20191013:1706,0.0
20191013:1806,0.0
20191013:1906,0.0
20191013:2006,0.0
20191013:2106,0.0
20191013:2206,0.0
20191013:2306,0.0
20191014:0006,0.0
20191014:0106,0.0
20191014:0206,0.0
20191014:0306,0.0
20191014:0406,1.28
20191014:0506,115.41
20191014:0606,157.53
20191014:0706,420.62
20191014:0806,645.86
20191014:0906,696.11
20191014:1006,629.81
20191014:1106,578.74
20191014:1206,579.01
20191014:1306,421.72
20191014:1406,200.2
20191014:1506,0.4
20191014:1606,0.0
20191014:1706,0.0
20191014:1806,0.0
20191014:1906,0.0
20191014:2006,0.0
20191014:2106,0.0
20191014:2206,0.0
20191014:2306,0.0
20191015:0006,0.0
20191015:0106,0.0
20191015:0206,0.0
20191015:0306,0.0
20191015:0406,28.47
20191015:0506,195.65
20191015:0606,220.11
20191015:0706,385.52
20191015:0806,677.65
20191015:0906,745.43
20191015:1006,735.09
20191015:1106,678.81
20191015:1206,579.42
20191015:1306,425.48
20191015:1406,188.83
20191015:1506,24.82
20191015:1606,0.0
20191015:1706,0.0
20191015:1806,0.0
20191015:1906,0.0
20191015:2006,0.0
20191015:2106,0.0
20191015:2206,0.0
20191015:2306,0.0
20191016:0006,0.0
20191016:0106,0.0
20191016:0206,0.0
20191016:0306,0.0
20191016:0406,28.64
20191016:0506,234.31
20191016:0606,446.74
20191016:0706,581.0
20191016:0806,631.63
20191016:0906,611.21
20191016:1006,591.25
20191016:1106,640.28
20191016:1206,548.04
20191016:1306,46.74
20191016:1406,143.26
20191016:1506,0.41
20191016:1606,0.0
20191016:1706,0.0
20191016:1806,0.0
20191016:1906,0.0
20191016:2006,0.0
20191016:2106,0.0
20191016:2206,0.0
20191016:2306,0.0
20191017:0006,0.0
20191017:0106,0.0
20191017:0206,0.0
20191017:0306,0.0
20191017:0406,25.78
20191017:0506,128.41
20191017:0606,434.33
20191017:0706,450.79
20191017:0806,501.01
20191017:0906,511.33
20191017:1006,342.5
20191017:1106,555.04
20191017:1206,363.78
20191017:1306,287.89
20191017:1406,184.07
20191017:1506,24.7
20191017:1606,0.0
20191017:1706,0.0
20191017:1806,0.0
20191017:1906,0.0
20191017:2006,0.0
20191017:2106,0.0
20191017:2206,0.0
20191017:2306,0.0
20191018:0006,0.0
20191018:0106,0.0
20191018:0206,0.0
20191018:0306,0.0
20191018:0406,16.99
20191018:0506,143.66
20191018:0606,239.37
20191018:0706,370.57
20191018:0806,509.22
20191018:0906,615.39
20191018:1006,603.84
20191018:1106,656.18
20191018:1206,551.02
20191018:1306,226.78
20191018:1406,100.83
20191018:1506,40.86
20191018:1606,0.0
20191018:1706,0.0
20191018:1806,0.0
20191018:1906,0.0
20191018:2006,0.0
20191018:2106,0.0
20191018:2206,0.0
20191018:2306,0.0
20191019:0006,0.0
20191019:0106,0.0
20191019:0206,0.0
20191019:0306,0.0
20191019:0406,16.97
20191019:0506,162.23
20191019:0606,342.77
20191019:0706,600.4
20191019:0806,688.27
20191019:0906,734.6
20191019:1006,733.83
20191019:1106,670.73
20191019:1206,568.74
20191019:1306,451.27
20191019:1406,190.64
20191019:1506,28.4
20191019:1606,0.0
20191019:1706,0.0
20191019:1806,0.0
20191019:1906,0.0
20191019:2006,0.0
20191019:2106,0.0
20191019:2206,0.0
20191019:2306,0.0
20191020:0006,0.0
20191020:0106,0.0
20191020:0206,0.0
20191020:0306,0.0
20191020:0406,0.08
20191020:0506,207.34
20191020:0606,431.33
20191020:0706,521.09
20191020:0806,671.83
20191020:0906,715.99
20191020:1006,255.91
20191020:1106,287.11
20191020:1206,518.9
20191020:1306,405.17
20191020:1406,248.25
20191020:1506,36.66
20191020:1606,0.0
20191020:1706,0.0
20191020:1806,0.0
20191020:1906,0.0
20191020:2006,0.0
20191020:2106,0.0
20191020:2206,0.0
20191020:2306,0.0
20191021:0006,0.0
20191021:0106,0.0
20191021:0206,0.0
20191021:0306,0.0
20191021:0406,19.7
20191021:0506,107.91
20191021:0606,234.04
20191021:0706,314.81
20191021:0806,584.99
20191021:0906,740.31
20191021:1006,663.96
20191021:1106,685.71
20191021:1206,588.62
20191021:1306,219.27
20191021:1406,36.68
20191021:1506,17.7
20191021:1606,0.0
20191021:1706,0.0
20191021:1806,0.0
20191021:1906,0.0
20191021:2006,0.0
20191021:2106,0.0
20191021:2206,0.0
20191021:2306,0.0
20191022:0006,0.0
20191022:0106,0.0
20191022:0206,0.0
20191022:0306,0.0
20191022:0406,32.2
20191022:0506,245.57
20191022:0606,439.47
20191022:0706,550.65
20191022:0806,621.21
20191022:0906,587.37
20191022:1006,368.8
20191022:1106,637.51
20191022:1206,449.54
20191022:1306,426.98
20191022:1406,12.05
20191022:1506,5.34
20191022:1606,0.0
20191022:1706,0.0
20191022:1806,0.0
20191022:1906,0.0
20191022:2006,0.0
20191022:2106,0.0
20191022:2206,0.0
20191022:2306,0.0
20191023:0006,0.0
20191023:0106,0.0
20191023:0206,0.0
20191023:0306,0.0
20191023:0406,7.31
20191023:0506,113.39
20191023:0606,309.97
20191023:0706,577.02
20191023:0806,670.46
20191023:0906,691.24
20191023:1006,735.33
20191023:1106,674.86
20191023:1206,576.11
20191023:1306,351.19
20191023:1406,23.11
20191023:1506,0.05
20191023:1606,0.0
20191023:1706,0.0
20191023:1806,0.0
20191023:1906,0.0
20191023:2006,0.0
20191023:2106,0.0
20191023:2206,0.0
20191023:2306,0.0
20191024:0006,0.0
20191024:0106,0.0
20191024:0206,0.0
20191024:0306,0.0
20191024:0406,30.46
20191024:0506,209.14
20191024:0606,434.63
20191024:0706,595.52
20191024:0806,698.48
20191024:0906,738.34
20191024:1006,736.19
20191024:1106,691.92
20191024:1206,602.91
20191024:1306,399.2
20191024:1406,28.08
20191024:1506,0.05
20191024:1606,0.0
20191024:1706,0.0
20191024:1806,0.0
20191024:1906,0.0
20191024:2006,0.0
20191024:2106,0.0
20191024:2206,0.0
20191024:2306,0.0
20191025:0006,0.0
20191025:0106,0.0
20191025:0206,0.0
20191025:0306,0.0
20191025:0406,35.67
20191025:0506,243.5
20191025:0606,437.41
20191025:0706,590.0
20191025:0806,681.61
20191025:0906,713.01
20191025:1006,715.86
20191025:1106,665.4
20191025:1206,601.98
20191025:1306,450.16
20191025:1406,233.14
20191025:1506,28.66
20191025:1606,0.0
20191025:1706,0.0
20191025:1806,0.0
20191025:1906,0.0
20191025:2006,0.0
20191025:2106,0.0
20191025:2206,0.0
20191025:2306,0.0
20191026:0006,0.0
20191026:0106,0.0
20191026:0206,0.0
20191026:0306,0.0
20191026:0406,35.93
20191026:0506,241.52
20191026:0606,453.37
20191026:0706,591.85
20191026:0806,621.05
20191026:0906,640.76
20191026:1006,445.07
20191026:1106,199.69
20191026:1206,601.87
20191026:1306,390.54
20191026:1406,226.88
20191026:1506,33.78
20191026:1606,0.0
20191026:1706,0.0
20191026:1806,0.0
20191026:1906,0.0
20191026:2006,0.0
20191026:2106,0.0
20191026:2206,0.0
20191026:2306,0.0
20191027:0006,0.0
20191027:0106,0.0
20191027:0206,0.0
20191027:0306,0.0
20191027:0406,4.34
20191027:0506,186.55
20191027:0606,407.46
20191027:0706,550.26
20191027:0806,640.03
20191027:0906,695.65
20191027:1006,677.8
20191027:1106,655.13
20191027:1206,211.44
20191027:1306,183.55
20191027:1406,103.24
20191027:1506,20.6
20191027:1606,0.0
20191027:1706,0.0
20191027:1806,0.0
20191027:1906,0.0
20191027:2006,0.0
20191027:2106,0.0
20191027:2206,0.0
20191027:2306,0.0
20191028:0006,0.0
20191028:0106,0.0
20191028:0206,0.0
20191028:0306,0.0
20191028:0406,4.37
20191028:0506,74.02
20191028:0606,206.2
20191028:0706,512.59
20191028:0806,532.93
20191028:0906,663.33
20191028:1006,524.36
20191028:1106,153.05
20191028:1206,309.07
20191028:1306,273.84
20191028:1406,186.86
20191028:1506,17.18
20191028:1606,0.0
20191028:1706,0.0
20191028:1806,0.0
20191028:1906,0.0
20191028:2006,0.0
20191028:2106,0.0
20191028:2206,0.0
20191028:2306,0.0
20191029:0006,0.0
20191029:0106,0.0
20191029:0206,0.0
20191029:0306,0.0
20191029:0406,26.27
20191029:0506,194.14
20191029:0606,399.42
20191029:0706,594.03
20191029:0806,667.85
20191029:0906,567.94
20191029:1006,404.28
20191029:1106,290.92
20191029:1206,179.99
20191029:1306,71.18
20191029:1406,101.49
20191029:1506,31.45
20191029:1606,0.0
20191029:1706,0.0
20191029:1806,0.0
20191029:1906,0.0
20191029:2006,0.0
20191029:2106,0.0
20191029:2206,0.0
20191029:2306,0.0
20191030:0006,0.0
20191030:0106,0.0
20191030:0206,0.0
20191030:0306,0.0
20191030:0406,35.54
20191030:0506,142.77
20191030:0606,382.23
20191030:0706,587.33
20191030:0806,688.82
20191030:0906,667.65
20191030:1006,456.92
20191030:1106,586.83
20191030:1206,481.5
20191030:1306,95.36
20191030:1406,57.78
20191030:1506,26.35
20191030:1606,0.0
20191030:1706,0.0
20191030:1806,0.0
20191030:1906,0.0
20191030:2006,0.0
20191030:2106,0.0
20191030:2206,0.0
20191030:2306,0.0
20191031:0006,0.0
20191031:0106,0.0
20191031:0206,0.0
20191031:0306,0.0
20191031:0406,10.48
20191031:0506,82.07
20191031:0606,273.29
20191031:0706,422.67
20191031:0806,546.08
20191031:0906,697.26
20191031:1006,681.83
20191031:1106,670.04
20191031:1206,576.41
20191031:1306,435.43
20191031:1406,104.63
20191031:1506,0.78
20191031:1606,0.0
20191031:1706,0.0
20191031:1806,0.0
20191031:1906,0.0
20191031:2006,0.0
20191031:2106,0.0
20191031:2206,0.0
20191031:2306,0.0
20191101:0006,0.0
20191101:0106,0.0
20191101:0206,0.0
20191101:0306,0.0
20191101:0406,31.1
20191101:0506,230.88
20191101:0606,450.71
20191101:0706,594.5
20191101:0806,687.42
20191101:0906,724.13
20191101:1006,722.33
20191101:1106,692.69
20191101:1206,606.85
20191101:1306,449.2
20191101:1406,237.73
20191101:1506,35.07
20191101:1606,0.0
20191101:1706,0.0
20191101:1806,0.0
20191101:1906,0.0
20191101:2006,0.0
20191101:2106,0.0
20191101:2206,0.0
20191101:2306,0.0
20191102:0006,0.0
20191102:0106,0.0
20191102:0206,0.0
20191102:0306,0.0
20191102:0406,35.25
20191102:0506,241.78
20191102:0606,446.73
20191102:0706,511.22
20191102:0806,677.92
20191102:0906,715.63
20191102:1006,716.49
20191102:1106,562.34
20191102:1206,596.33
20191102:1306,435.71
20191102:1406,235.38
20191102:1506,26.7
20191102:1606,0.0
20191102:1706,0.0
20191102:1806,0.0
20191102:1906,0.0
20191102:2006,0.0
20191102:2106,0.0
20191102:2206,0.0
20191102:2306,0.0
20191103:0006,0.0
20191103:0106,0.0
20191103:0206,0.0
20191103:0306,0.0
20191103:0406,11.7
20191103:0506,164.49
20191103:0606,418.79
20191103:0706,591.23
20191103:0806,690.32
20191103:0906,730.27
20191103:1006,714.28
20191103:1106,676.47
20191103:1206,566.72
20191103:1306,418.84
20191103:1406,205.81
20191103:1506,0.04
20191103:1606,0.0
20191103:1706,0.0
20191103:1806,0.0
20191103:1906,0.0
20191103:2006,0.0
20191103:2106,0.0
20191103:2206,0.0
20191103:2306,0.0
20191104:0006,0.0
20191104:0106,0.0
20191104:0206,0.0
20191104:0306,0.0
20191104:0406,34.29
20191104:0506,238.99
20191104:0606,444.87
20191104:0706,592.39
20191104:0806,693.57
20191104:0906,745.8
20191104:1006,744.19
20191104:1106,697.32
20191104:1206,595.66
20191104:1306,432.32
20191104:1406,226.36
20191104:1506,0.04
20191104:1606,0.0
20191104:1706,0.0
20191104:1806,0.0
20191104:1906,0.0
20191104:2006,0.0
20191104:2106,0.0
20191104:2206,0.0
20191104:2306,0.0
20191105:0006,0.0
20191105:0106,0.0
20191105:0206,0.0
20191105:0306,0.0
20191105:0406,26.99
20191105:0506,237.59
20191105:0606,441.44
20191105:0706,588.33
20191105:0806,690.39
20191105:0906,740.67
20191105:1006,738.03
20191105:1106,693.63
20191105:1206,588.93
20191105:1306,384.48
20191105:1406,235.5
20191105:1506,33.66
20191105:1606,0.0
20191105:1706,0.0
20191105:1806,0.0
20191105:1906,0.0
20191105:2006,0.0
20191105:2106,0.0
20191105:2206,0.0
20191105:2306,0.0
20191106:0006,0.0
20191106:0106,0.0
20191106:0206,0.0
20191106:0306,0.0
20191106:0406,0.07
20191106:0506,83.97
20191106:0606,278.44
20191106:0706,572.6
20191106:0806,582.12
20191106:0906,512.28
20191106:1006,459.71
20191106:1106,524.52
20191106:1206,541.92
20191106:1306,416.51
20191106:1406,218.2
20191106:1506,29.43
20191106:1606,0.0
20191106:1706,0.0
20191106:1806,0.0
20191106:1906,0.0
20191106:2006,0.0
20191106:2106,0.0
20191106:2206,0.0
20191106:2306,0.0
20191107:0006,0.0
20191107:0106,0.0
20191107:0206,0.0
20191107:0306,0.0
20191107:0406,2.72
20191107:0506,62.36
20191107:0606,307.72
20191107:0706,573.63
20191107:0806,674.63
20191107:0906,691.67
20191107:1006,737.74
20191107:1106,686.24
20191107:1206,588.22
20191107:1306,438.18
20191107:1406,235.15
20191107:1506,29.71
20191107:1606,0.0
20191107:1706,0.0
20191107:1806,0.0
20191107:1906,0.0
20191107:2006,0.0
20191107:2106,0.0
20191107:2206,0.0
20191107:2306,0.0
20191108:0006,0.0
20191108:0106,0.0
20191108:0206,0.0
20191108:0306,0.0
20191108:0406,30.55
20191108:0506,67.89
20191108:0606,441.19
20191108:0706,591.59
20191108:0806,686.81
20191108:0906,721.4
20191108:1006,713.93
20191108:1106,658.48
20191108:1206,156.12
20191108:1306,317.41
20191108:1406,224.7
20191108:1506,26.53
20191108:1606,0.0
20191108:1706,0.0
20191108:1806,0.0
20191108:1906,0.0
20191108:2006,0.0
20191108:2106,0.0
20191108:2206,0.0
20191108:2306,0.0
20191109:0006,0.0
20191109:0106,0.0
20191109:0206,0.0
20191109:0306,0.0
20191109:0406,27.28
20191109:0506,227.96
20191109:0606,442.41
20191109:0706,584.87
20191109:0806,687.83
20191109:0906,726.64
20191109:1006,721.21
20191109:1106,683.2
20191109:1206,584.52
20191109:1306,425.59
20191109:1406,225.54
20191109:1506,31.52
20191109:1606,0.0
20191109:1706,0.0
20191109:1806,0.0
20191109:1906,0.0
20191109:2006,0.0
20191109:2106,0.0
20191109:2206,0.0
20191109:2306,0.0
20191110:0006,0.0
20191110:0106,0.0
20191110:0206,0.0
20191110:0306,0.0
20191110:0406,9.1
20191110:0506,223.45
20191110:0606,414.86
20191110:0706,557.66
20191110:0806,625.39
20191110:0906,712.39
20191110:1006,667.8
20191110:1106,538.48
20191110:1206,464.36
20191110:1306,306.08
20191110:1406,204.02
20191110:1506,27.66
20191110:1606,0.0
20191110:1706,0.0
20191110:1806,0.0
20191110:1906,0.0
20191110:2006,0.0
20191110:2106,0.0
20191110:2206,0.0
20191110:2306,0.0
20191111:0006,0.0
20191111:0106,0.0
20191111:0206,0.0
20191111:0306,0.0
20191111:0406,26.99
20191111:0506,232.02
20191111:0606,429.94
20191111:0706,461.54
20191111:0806,622.06
20191111:0906,665.72
20191111:1006,369.59
20191111:1106,386.8
20191111:1206,139.2
20191111:1306,25.6
20191111:1406,0.0
20191111:1506,12.6
20191111:1606,0.0
20191111:1706,0.0
20191111:1806,0.0
20191111:1906,0.0
20191111:2006,0.0
20191111:2106,0.0
20191111:2206,0.0
20191111:2306,0.0
20191112:0006,0.0
20191112:0106,0.0
20191112:0206,0.0
20191112:0306,0.0
20191112:0406,22.48
20191112:0506,195.2
20191112:0606,394.55
20191112:0706,546.01
20191112:0806,621.24
20191112:0906,649.21
20191112:1006,678.82
20191112:1106,604.76
20191112:1206,518.8
20191112:1306,431.85
20191112:1406,221.37
20191112:1506,0.05
20191112:1606,0.0
20191112:1706,0.0
20191112:1806,0.0
20191112:1906,0.0
20191112:2006,0.0
20191112:2106,0.0
20191112:2206,0.0
20191112:2306,0.0
20191113:0006,0.0
20191113:0106,0.0
20191113:0206,0.0
20191113:0306,0.0
20191113:0406,33.28
20191113:0506,236.57
20191113:0606,435.71
20191113:0706,578.02
20191113:0806,675.89
20191113:0906,526.6
20191113:1006,319.54
20191113:1106,580.43
20191113:1206,371.74
20191113:1306,250.0
20191113:1406,130.47
20191113:1506,27.44
20191113:1606,0.0
20191113:1706,0.0
20191113:1806,0.0
20191113:1906,0.0
20191113:2006,0.0
20191113:2106,0.0
20191113:2206,0.0
20191113:2306,0.0
20191114:0006,0.0
20191114:0106,0.0
20191114:0206,0.0
20191114:0306,0.0
20191114:0406,21.54
20191114:0506,195.27
20191114:0606,364.2
20191114:0706,558.57
20191114:0806,664.25
20191114:0906,724.58
20191114:1006,732.04
20191114:1106,675.79
20191114:1206,574.25
20191114:1306,409.55
20191114:1406,11.19
20191114:1506,32.1
20191114:1606,0.0
20191114:1706,0.0
20191114:1806,0.0
20191114:1906,0.0
20191114:2006,0.0
20191114:2106,0.0
20191114:2206,0.0
