UUID,NumStructures,NumPUE,LVLength,LVPerCustomer,MVLength,MVPerCustomer,Num Transformers,Customers Per Tx,Total LV Cost,Total MV Cost,Transformer Cost,Total Cost,Total Running Time,Final Running Time
aa669c91-0273-43a9-9aca-f2d330c5bc88,46,2,3757.358301,81.6817022,466.1803348,10.1343551,2,23,37573.58301,11654.50837,4000,53228.09138,2.320870876,2.320872068
afaababa-d3a5-4027-b7eb-68dac848c72d,49,2,3693.940773,75.38654639,511.7802364,10.44449462,2,24.5,36939.40773,12794.50591,4000,53733.91364,4.400989771,4.400990963
d5944a7b-7dd3-4845-a3b5-5aeabb10a864,71,1,4020.199215,56.62252415,1052.577516,14.82503544,3,23.66666667,40201.99215,26314.4379,6000,72516.43004,9.667982101,9.667983055
b3087332-df51-4110-aa8d-3ff3b7005441,21,1,1590.756873,75.7503273,422.4297204,20.11570097,2,10.5,15907.56873,10560.74301,4000,30468.31174,0.618062019,0.618062019
d3071eaf-1860-4313-81e7-120dd590ee1d,30,1,2570.712788,85.69042626,519.7748159,17.3258272,2,15,25707.12788,12994.3704,4000,42701.49828,0.98227191,0.982273102
