time,solar_po
2019-04-24 20:06:00+00:00,0
2019-04-24 21:06:00+00:00,0
2019-04-24 22:06:00+00:00,0
2019-04-24 23:06:00+00:00,0
2019-04-25 00:06:00+00:00,0
2019-04-25 01:06:00+00:00,0
2019-04-25 02:06:00+00:00,0
2019-04-25 03:06:00+00:00,0
2019-04-25 04:06:00+00:00,0.0068
2019-04-25 05:06:00+00:00,0.10444
2019-04-25 06:06:00+00:00,0.29986
2019-04-25 07:06:00+00:00,0.47233
2019-04-25 08:06:00+00:00,0.63799
2019-04-25 09:06:00+00:00,0.69092
2019-04-25 10:06:00+00:00,0.63868
2019-04-25 11:06:00+00:00,0.64458
2019-04-25 12:06:00+00:00,0.5934
2019-04-25 13:06:00+00:00,0.2797
2019-04-25 14:06:00+00:00,0.20032
2019-04-25 15:06:00+00:00,0.0413
2019-04-25 16:06:00+00:00,0
2019-04-25 17:06:00+00:00,0
2019-04-25 18:06:00+00:00,0
2019-04-25 19:06:00+00:00,0
2019-04-25 20:06:00+00:00,0
2019-04-25 21:06:00+00:00,0
2019-04-25 22:06:00+00:00,0
2019-04-25 23:06:00+00:00,0
2019-04-26 00:06:00+00:00,0
2019-04-26 01:06:00+00:00,0
2019-04-26 02:06:00+00:00,0
2019-04-26 03:06:00+00:00,0
2019-04-26 04:06:00+00:00,0.00172
2019-04-26 05:06:00+00:00,0.05581
2019-04-26 06:06:00+00:00,0.2451
2019-04-26 07:06:00+00:00,0.48472
2019-04-26 08:06:00+00:00,0.60531
2019-04-26 09:06:00+00:00,0.50784
2019-04-26 10:06:00+00:00,0.20094
2019-04-26 11:06:00+00:00,0.66762
2019-04-26 12:06:00+00:00,0.40014
2019-04-26 13:06:00+00:00,0.20183
2019-04-26 14:06:00+00:00,0.21468
2019-04-26 15:06:00+00:00,0.05885
2019-04-26 16:06:00+00:00,0
2019-04-26 17:06:00+00:00,0
2019-04-26 18:06:00+00:00,0
2019-04-26 19:06:00+00:00,0
2019-04-26 20:06:00+00:00,0
2019-04-26 21:06:00+00:00,0
2019-04-26 22:06:00+00:00,0
2019-04-26 23:06:00+00:00,0
2019-04-27 00:06:00+00:00,0
2019-04-27 01:06:00+00:00,0
2019-04-27 02:06:00+00:00,0
2019-04-27 03:06:00+00:00,0
2019-04-27 04:06:00+00:00,0.00753
2019-04-27 05:06:00+00:00,0.10049
2019-04-27 06:06:00+00:00,0.16955
2019-04-27 07:06:00+00:00,0.45363
2019-04-27 08:06:00+00:00,0.62882
2019-04-27 09:06:00+00:00,0.69386
2019-04-27 10:06:00+00:00,0.65788
2019-04-27 11:06:00+00:00,0.43242
2019-04-27 12:06:00+00:00,0.56453
2019-04-27 13:06:00+00:00,0.15107
2019-04-27 14:06:00+00:00,0.05834
2019-04-27 15:06:00+00:00,0.01401
2019-04-27 16:06:00+00:00,0
2019-04-27 17:06:00+00:00,0
2019-04-27 18:06:00+00:00,0
2019-04-27 19:06:00+00:00,0
2019-04-27 20:06:00+00:00,0
2019-04-27 21:06:00+00:00,0
2019-04-27 22:06:00+00:00,0
2019-04-27 23:06:00+00:00,0
2019-04-28 00:06:00+00:00,0
2019-04-28 01:06:00+00:00,0
2019-04-28 02:06:00+00:00,0
2019-04-28 03:06:00+00:00,0
2019-04-28 04:06:00+00:00,0.00759
2019-04-28 05:06:00+00:00,0.12653
2019-04-28 06:06:00+00:00,0.12734
2019-04-28 07:06:00+00:00,0.31855
2019-04-28 08:06:00+00:00,0.63562
2019-04-28 09:06:00+00:00,0.67276
2019-04-28 10:06:00+00:00,0.40841
2019-04-28 11:06:00+00:00,0.67748
2019-04-28 12:06:00+00:00,0.62454
2019-04-28 13:06:00+00:00,0.47671
2019-04-28 14:06:00+00:00,0.29065
2019-04-28 15:06:00+00:00,0.07896
2019-04-28 16:06:00+00:00,0
2019-04-28 17:06:00+00:00,0
2019-04-28 18:06:00+00:00,0
2019-04-28 19:06:00+00:00,0
2019-04-28 20:06:00+00:00,0
2019-04-28 21:06:00+00:00,0
2019-04-28 22:06:00+00:00,0
2019-04-28 23:06:00+00:00,0
2019-04-29 00:06:00+00:00,0
2019-04-29 01:06:00+00:00,0
2019-04-29 02:06:00+00:00,0
2019-04-29 03:06:00+00:00,0
2019-04-29 04:06:00+00:00,0.008
2019-04-29 05:06:00+00:00,0.17377
2019-04-29 06:06:00+00:00,0.37286
2019-04-29 07:06:00+00:00,0.53584
2019-04-29 08:06:00+00:00,0.66327
2019-04-29 09:06:00+00:00,0.71243
